year,ranking,title,releaseDate,releaseYear,releaseMonth,distributor,genre,gross,ticketsSold
2016,1,Finding Dory,2016-06-17,2016,6,Walt Disney,Adventure,672380914,56219140
2016,2,Rogue One: A Star Wars Story,2016-12-16,2016,12,Walt Disney,Adventure,564450956,47194896
2016,3,Captain America: Civil War,2016-05-06,2016,5,Walt Disney,Action,564241481,47177381
2016,4,The Secret Life of Pets,2016-07-08,2016,7,Universal,Adventure,509349894,42587784
2016,5,The Jungle Book,2016-04-15,2016,4,Walt Disney,Adventure,503289414,42081055
2016,6,Deadpool,2016-02-12,2016,2,20th Century Fox,Action,502002969,41973492
2016,7,Zootopia,2016-03-04,2016,3,Walt Disney,Adventure,471857601,39452977
2016,8,Batman v Superman: Dawn of Ju…,2016-03-25,2016,3,Warner Bros.,Action,456775482,38191930
2016,9,Suicide Squad,2016-08-05,2016,8,Warner Bros.,Action,449502502,37583821
2016,10,Star Wars Ep. VII: The Force …,2015-12-18,2015,12,Walt Disney,Adventure,393636032,32912712
2016,11,Doctor Strange,2016-11-04,2016,11,Walt Disney,Action,317840577,26575299
2016,12,Fantastic Beasts and Where to…,2016-11-18,2016,11,Warner Bros.,Adventure,307884376,25742841
2016,13,Moana,2016-11-23,2016,11,Walt Disney,Musical,285487935,23870229
2016,14,The Revenant,2015-12-25,2015,12,20th Century Fox,Adventure,252702183,21128945
2016,15,Jason Bourne,2016-07-29,2016,7,Universal,Action,224257494,18750627
2016,16,Star Trek Beyond,2016-07-22,2016,7,Paramount Pictures,Adventure,219633081,18363970
2016,17,X-Men: Apocalypse,2016-05-27,2016,5,20th Century Fox,Action,214923950,17970230
2016,18,Sing,2016-12-21,2016,12,Universal,Musical,211344946,17670982
2016,19,Trolls,2016-11-04,2016,11,20th Century Fox,Adventure,207578993,17356103
2016,20,Kung Fu Panda 3,2016-01-29,2016,1,20th Century Fox,Adventure,198451131,16592904
2016,21,Ghostbusters,2016-07-15,2016,7,Sony Pictures,Comedy,177465071,14838217
2016,22,Central Intelligence,2016-06-17,2016,6,Warner Bros.,Comedy,176207262,14733049
2016,23,The Legend of Tarzan,2016-07-01,2016,7,Warner Bros.,Adventure,175104163,14640816
2016,24,Sully,2016-09-09,2016,9,Warner Bros.,Drama,172799649,14448131
2016,25,Bad Moms,2016-07-29,2016,7,STX Entertainment,Comedy,156596216,13093329
2016,26,The Angry Birds Movie,2016-05-20,2016,5,Sony Pictures,Adventure,148648788,12428828
2016,27,Independence Day: Resurgence,2016-06-24,2016,6,20th Century Fox,Action,142613371,11924195
2016,28,The Conjuring 2: The Enfield …,2016-06-10,2016,6,Warner Bros.,Horror,141681075,11846244
2016,29,Sausage Party,2016-08-12,2016,8,Sony Pictures,Comedy,135044796,11291371
2016,30,The Magnificent Seven,2016-09-23,2016,9,Sony Pictures,Western,129168350,10800029
2016,31,Arrival,2016-11-11,2016,11,Paramount Pictures,Drama,126756780,10598393
2016,32,Ride Along 2,2016-01-15,2016,1,Universal,Comedy,125632106,10504357
2016,33,Don’t Breathe,2016-08-26,2016,8,Sony Pictures,Horror,123357894,10314205
2016,34,Miss Peregrine’s Home for Pec…,2016-09-30,2016,9,20th Century Fox,Adventure,120215473,10051461
2016,35,The Accountant,2016-10-14,2016,10,Warner Bros.,Thriller/Suspense,118710530,9925630
2016,36,Daddy’s Home,2015-12-25,2015,12,Paramount Pictures,Comedy,118456346,9904377
2016,37,Teenage Mutant Ninja Turtles:…,2016-06-03,2016,6,Paramount Pictures,Action,113449381,9485734
2016,38,The Purge: Election Year,2016-07-01,2016,7,Universal,Horror,109288738,9137854
2016,39,Alice Through the Looking Gla…,2016-05-27,2016,5,Walt Disney,Adventure,106523338,8906634
2016,40,Pete’s Dragon,2016-08-12,2016,8,Walt Disney,Adventure,105404449,8813081
2016,41,The Girl on the Train,2016-10-07,2016,10,Universal,Thriller/Suspense,104245621,8716189
2016,42,Tyler Perry’s Boo! A Madea Ha…,2016-10-21,2016,10,Lionsgate,Comedy,101219406,8463161
2016,43,Storks,2016-09-23,2016,9,Warner Bros.,Adventure,100125041,8371659
2016,44,10 Cloverfield Lane,2016-03-11,2016,3,Paramount Pictures,Thriller/Suspense,99666204,8333295
2016,45,Lights Out,2016-07-22,2016,7,Warner Bros.,Horror,93009857,7776744
2016,46,The Divergent Series: Allegia…,2016-03-18,2016,3,Lionsgate,Action,91509971,7651335
2016,47,Now You See Me 2,2016-06-10,2016,6,Lionsgate,Thriller/Suspense,89977278,7523184
2016,48,Hacksaw Ridge,2016-11-04,2016,11,Lionsgate,Drama,89130640,7452395
2016,49,Ice Age: Collision Course,2016-07-22,2016,7,20th Century Fox,Adventure,88577292,7406128
2016,50,The Boss,2016-04-08,2016,4,Universal,Comedy,87214753,7292203
2016,51,London Has Fallen,2016-03-04,2016,3,Focus Features,Thriller/Suspense,86449728,7228238
2016,52,Miracles from Heaven,2016-03-16,2016,3,Sony Pictures,Drama,85317141,7133540
2016,53,Deepwater Horizon,2016-09-30,2016,9,Lionsgate,Thriller/Suspense,84941617,7102142
2016,54,My Big Fat Greek Wedding 2,2016-03-25,2016,3,Universal,Comedy,82530367,6900532
2016,55,Jack Reacher: Never Go Back,2016-10-21,2016,10,Paramount Pictures,Action,80950447,6768432
2016,56,Me Before You,2016-06-03,2016,6,Warner Bros.,Drama,77767757,6502321
2016,57,The BFG,2016-07-01,2016,7,Walt Disney,Adventure,76715132,6414309
2016,58,Passengers,2016-12-21,2016,12,Sony Pictures,Drama,76571942,6402336
2016,59,Neighbors 2: Sorority Rising,2016-05-20,2016,5,Universal,Comedy,76517356,6397772
2016,60,The Shallows,2016-06-24,2016,6,Sony Pictures,Thriller/Suspense,76214406,6372442
2016,61,Barbershop: The Next Cut,2016-04-15,2016,4,Warner Bros.,Comedy,74705134,6246249
2016,62,13 Hours: The Secret Soldiers…,2016-01-15,2016,1,Paramount Pictures,Thriller/Suspense,73077977,6110199
2016,63,Office Christmas Party,2016-12-09,2016,12,Paramount Pictures,Comedy,68877399,5758980
2016,64,Kubo and the Two Strings,2016-08-19,2016,8,Focus Features,Adventure,66399553,5551802
2016,65,The Huntsman: Winter’s War,2016-04-22,2016,4,Universal,Action,66371799,5549482
2016,66,Warcraft,2016-06-10,2016,6,Universal,Action,65490043,5475756
2016,67,How to be Single,2016-02-12,2016,2,Warner Bros.,Romantic Comedy,64768603,5415435
2016,68,The Big Short,2015-12-11,2015,12,Paramount Pictures,Drama,63968291,5348519
2016,69,Mike and Dave Need Wedding Da…,2016-07-08,2016,7,20th Century Fox,Comedy,63615687,5319037
2016,70,War Dogs,2016-08-19,2016,8,Warner Bros.,Black Comedy,59502069,4975089
2016,71,Almost Christmas,2016-11-11,2016,11,Universal,Drama,58023180,4851436
2016,72,Money Monster,2016-05-13,2016,5,Sony Pictures,Thriller/Suspense,56705713,4741280
2016,73,The Hateful Eight,2015-12-25,2015,12,Weinstein Co.,Western,56382352,4714243
2016,74,Allied,2016-11-23,2016,11,Paramount Pictures,Drama,54672991,4571320
2016,75,Nerve,2016-07-27,2016,7,Lionsgate,Thriller/Suspense,53347996,4460535
2016,76,Sisters,2015-12-18,2015,12,Universal,Comedy,52432177,4383961
2016,77,Risen,2016-02-19,2016,2,Sony Pictures,Drama,50992508,4263588
2016,78,Assassin’s Creed,2016-12-21,2016,12,20th Century Fox,Action,50349757,4209846
2016,79,The Nice Guys,2016-05-20,2016,5,Warner Bros.,Black Comedy,50137652,4192111
2016,80,The Boy,2016-01-22,2016,1,STX Entertainment,Horror,49526230,4140989
2016,81,Dirty Grandpa,2016-01-22,2016,1,Lionsgate,Comedy,49213137,4114811
2016,82,Ouija: Origin of Evil,2016-10-21,2016,10,Universal,Horror,48592865,4062949
2016,83,The 5th Wave,2016-01-22,2016,1,Sony Pictures,Action,48272747,4036183
2016,84,Inferno,2016-10-28,2016,10,Sony Pictures,Thriller/Suspense,47316872,3956260
2016,85,Mother’s Day,2016-04-29,2016,4,Open Road,Romantic Comedy,44926543,3756400
2016,86,Gods of Egypt,2016-02-26,2016,2,Lionsgate,Adventure,43074616,3601557
2016,87,La La Land,2016-12-09,2016,12,Lionsgate,Musical,42835149,3581534
2016,88,Why Him?,2016-12-23,2016,12,20th Century Fox,Comedy,42356258,3541493
2016,89,Alvin and the Chipmunks: The …,2015-12-18,2015,12,20th Century Fox,Adventure,41910550,3504227
2016,90,"Hail, Caesar!",2016-02-05,2016,2,Universal,Comedy,41590693,3477483
2016,91,When the Bough Breaks,2016-09-09,2016,9,Sony Pictures,Thriller/Suspense,41130790,3439029
2016,92,Zoolander 2,2016-02-12,2016,2,Paramount Pictures,Comedy,39887904,3335109
2016,93,Joy,2015-12-25,2015,12,20th Century Fox,Drama,38909597,3253311
2016,94,The Finest Hours,2016-01-29,2016,1,Walt Disney,Thriller/Suspense,38119296,3187232
2016,95,Florence Foster Jenkins,2016-08-12,2016,8,Paramount Pictures,Drama,37862415,3165754
2016,96,Manchester by the Sea,2016-11-18,2016,11,Roadside Attractions,Drama,37407892,3127750
2016,97,Hell or High Water,2016-08-12,2016,8,Lionsgate,Western,37342637,3122294
2016,98,The Forest,2016-01-08,2016,1,Focus / Gramercy,Horror,36770793,3074481
2016,99,Ben-Hur,2016-08-19,2016,8,Paramount Pictures,Adventure,36516683,3053234
2016,100,Fences,2016-12-16,2016,12,Paramount Pictures,Drama,36406753,3044043
2017,1,Star Wars Ep. VIII: The Last …,2017-12-15,2017,12,Walt Disney,Adventure,689624491,57660911
2017,2,Beauty and the Beast,2017-03-17,2017,3,Walt Disney,Musical,672018887,56188870
2017,3,Wonder Woman,2017-06-02,2017,6,Warner Bros.,Action,550084544,45993691
2017,4,Guardians of the Galaxy Vol 2,2017-05-05,2017,5,Walt Disney,Action,519750801,43457425
2017,5,Spider-Man: Homecoming,2017-07-07,2017,7,Sony Pictures,Action,445601520,37257652
2017,6,It,2017-09-08,2017,9,Warner Bros.,Horror,436642331,36508556
2017,7,Thor: Ragnarok,2017-11-03,2017,11,Walt Disney,Action,414966867,34696226
2017,8,Despicable Me 3,2017-06-30,2017,6,Universal,Adventure,352832400,29501037
2017,9,Logan,2017-03-03,2017,3,20th Century Fox,Action,301702757,25225983
2017,10,The Fate of the Furious,2017-04-14,2017,4,Universal,Action,301019687,25168870
2017,11,Justice League,2017-11-17,2017,11,Warner Bros.,Action,300728393,25144514
2017,12,Dunkirk,2017-07-21,2017,7,Warner Bros.,Action,251164215,21000352
2017,13,Coco,2017-11-22,2017,11,Walt Disney,Musical,239778932,20048406
2017,14,The Lego Batman Movie,2017-02-10,2017,2,Warner Bros.,Adventure,234333845,19593131
2017,15,Get Out,2017-02-24,2017,2,Universal,Horror,233978853,19563449
2017,16,The Boss Baby,2017-03-31,2017,3,20th Century Fox,Adventure,233337377,19509814
2017,17,Pirates of the Caribbean: Dea…,2017-05-26,2017,5,Walt Disney,Adventure,230078501,19237333
2017,18,Jumanji: Welcome to the Jungle,2017-12-20,2017,12,Sony Pictures,Adventure,225336743,18840865
2017,19,Kong: Skull Island,2017-03-10,2017,3,Warner Bros.,Adventure,224070416,18734985
2017,20,Hidden Figures,2016-12-25,2016,12,20th Century Fox,Drama,223493775,18686770
2017,21,Cars 3,2017-06-16,2017,6,Walt Disney,Adventure,203868153,17045832
2017,22,War for the Planet of the Apes,2017-07-14,2017,7,20th Century Fox,Action,195840216,16374600
2017,23,Split,2017-01-20,2017,1,Universal,Horror,184188780,15400400
2017,24,Transformers: The Last Knight,2017-06-21,2017,6,Paramount Pictures,Action,173558244,14511559
2017,25,Rogue One: A Star Wars Story,2016-12-16,2016,12,Walt Disney,Adventure,165255299,13817333
2017,26,Wonder,2017-11-17,2017,11,Lionsgate,Drama,162079059,13551761
2017,27,La La Land,2016-12-09,2016,12,Lionsgate,Musical,160162043,13391475
2017,28,Sing,2016-12-21,2016,12,Universal,Musical,156633400,13096438
2017,29,Girls Trip,2017-07-21,2017,7,Universal,Comedy,153478020,12832610
2017,30,Fifty Shades Darker,2017-02-10,2017,2,Universal,Drama,152578680,12757415
2017,31,Baby Driver,2017-06-28,2017,6,Sony Pictures,Thriller/Suspense,143767816,12020720
2017,32,Annabelle: Creation,2017-08-11,2017,8,Warner Bros.,Horror,136122935,11381516
2017,33,Daddy’s Home 2,2017-11-10,2017,11,Paramount Pictures,Comedy,135721841,11347980
2017,34,Murder on the Orient Express,2017-11-10,2017,11,20th Century Fox,Drama,134159499,11217349
2017,35,Kingsman: The Golden Circle,2017-09-22,2017,9,20th Century Fox,Action,133636052,11173583
2017,36,John Wick: Chapter Two,2017-02-10,2017,2,Lionsgate,Action,122705579,10259664
2017,37,Blade Runner 2049,2017-10-06,2017,10,Warner Bros.,Thriller/Suspense,122206016,10217894
2017,38,The Emoji Movie,2017-07-28,2017,7,Sony Pictures,Adventure,114786017,9597493
2017,39,Power Rangers,2017-03-24,2017,3,Lionsgate,Action,113819267,9516661
2017,40,The Mummy,2017-06-09,2017,6,Universal,Adventure,106801500,8929891
2017,41,The Hitman’s Bodyguard,2017-08-18,2017,8,Lionsgate,Action,100624777,8413443
2017,42,Alien: Covenant,2017-05-19,2017,5,20th Century Fox,Horror,99016041,8278933
2017,43,Captain Underpants: The First…,2017-06-02,2017,6,20th Century Fox,Adventure,98561333,8240914
2017,44,A Bad Moms Christmas,2017-11-01,2017,11,STX Entertainment,Comedy,95855984,8014714
2017,45,A Dog’s Purpose,2017-01-27,2017,1,Universal,Drama,85762520,7170779
2017,46,Pitch Perfect 3,2017-12-22,2017,12,Universal,Comedy,84400807,7056924
2017,47,The Lego Ninjago Movie,2017-09-22,2017,9,Warner Bros.,Adventure,79042073,6608869
2017,48,Baywatch,2017-05-25,2017,5,Paramount Pictures,Comedy,77413581,6472707
2017,49,The Shack,2017-03-03,2017,3,Lionsgate,Drama,76515224,6397594
2017,50,Happy Death Day,2017-10-13,2017,10,Universal,Horror,74245127,6207787
2017,51,Ferdinand,2017-12-15,2017,12,20th Century Fox,Adventure,71395623,5969534
2017,52,Atomic Blonde,2017-07-28,2017,7,Focus Features,Thriller/Suspense,68765233,5749601
2017,53,American Made,2017-09-29,2017,9,Universal,Action,68456000,5723746
2017,54,The Dark Tower,2017-08-04,2017,8,Sony Pictures,Western,67601767,5652322
2017,55,The Greatest Showman,2017-12-20,2017,12,20th Century Fox,Musical,65382291,5466747
2017,56,Tyler Perry’s Boo 2! A Madea …,2017-10-20,2017,10,Lionsgate,Comedy,63092763,5275315
2017,57,Lion,2016-11-25,2016,11,Weinstein Co.,Drama,61914393,5176789
2017,58,Snatched,2017-05-12,2017,5,20th Century Fox,Comedy,61136237,5111726
2017,59,The Great Wall,2017-02-17,2017,2,Universal,Action,60209473,5034237
2017,60,Smurfs: The Lost Village,2017-04-07,2017,4,Sony Pictures,Adventure,60027043,5018984
2017,61,Going in Style,2017-04-07,2017,4,Warner Bros.,Comedy,60024721,5018789
2017,62,All Eyez on Me,2017-06-16,2017,6,Lionsgate,Drama,59896403,5008060
2017,63,xXx: Return of Xander Cage,2017-01-20,2017,1,Paramount Pictures,Action,59864551,5005397
2017,64,Passengers,2016-12-21,2016,12,Sony Pictures,Drama,59512653,4975974
2017,65,47 Meters Down,2017-06-16,2017,6,Entertainment Stu…,Thriller/Suspense,59076257,4939486
2017,66,The Big Sick,2017-06-23,2017,6,Lionsgate,Romantic Comedy,57163289,4779539
2017,67,Moana,2016-11-23,2016,11,Walt Disney,Musical,56372755,4713441
2017,68,Ghost in the Shell,2017-03-31,2017,3,Paramount Pictures,Action,54084743,4522136
2017,69,Valerian and the City of a Th…,2017-07-21,2017,7,STX Entertainment,Adventure,53972493,4512750
2017,70,The Star,2017-11-17,2017,11,Sony Pictures,Adventure,53285265,4455290
2017,71,King Arthur: Legend of the Sw…,2017-05-12,2017,5,Warner Bros.,Adventure,52233421,4367343
2017,72,Jigsaw,2017-10-27,2017,10,Lionsgate,Horror,50737109,4242233
2017,73,American Assassin,2017-09-15,2017,9,Lionsgate,Thriller/Suspense,48332899,4041212
2017,74,The Foreigner,2017-10-13,2017,10,STX Entertainment,Action,45858009,3834282
2017,75,"Everything, Everything",2017-05-19,2017,5,Warner Bros.,Drama,45494853,3803918
2017,76,Wind River,2017-08-04,2017,8,Weinstein Co.,Thriller/Suspense,45067812,3768212
2017,77,Geostorm,2017-10-20,2017,10,Warner Bros.,Thriller/Suspense,44771709,3743454
2017,78,Monster Trucks,2017-01-13,2017,1,Paramount Pictures,Adventure,44493555,3720197
2017,79,Fist Fight,2017-02-17,2017,2,Warner Bros.,Comedy,42916023,3588296
2017,80,How to Be a Latin Lover,2017-04-28,2017,4,Lionsgate,Comedy,42865872,3584103
2017,81,Lady Bird,2017-11-03,2017,11,A24,Drama,41909951,3504176
2017,82,Fences,2016-12-16,2016,12,Paramount Pictures,Drama,41802577,3495199
2017,83,Patriots Day,2016-12-21,2016,12,Lionsgate,Thriller/Suspense,41759741,3491617
2017,84,Kidnap,2017-08-04,2017,8,Aviron Pictures,Thriller/Suspense,40957476,3424538
2017,85,Underworld: Blood Wars,2017-01-06,2017,1,Sony Pictures,Action,40471964,3383943
2017,86,The Mountain Between Us,2017-10-06,2017,10,20th Century Fox,Adventure,40464740,3383339
2017,87,Life,2017-03-24,2017,3,Sony Pictures,Thriller/Suspense,40312029,3370571
2017,88,Why Him?,2016-12-23,2016,12,20th Century Fox,Comedy,39586493,3309907
2017,89,The Nut Job 2: Nutty by Nature,2017-08-11,2017,8,Open Road,Adventure,37827363,3162823
2017,90,Rings,2017-02-03,2017,2,Paramount Pictures,Horror,37057357,3098441
2017,91,Logan Lucky,2017-08-18,2017,8,Bleecker Street,Comedy,37038189,3096839
2017,92,Home Again,2017-09-08,2017,9,Open Road,Romantic Comedy,36027045,3012295
2017,93,Resident Evil: The Final Chap…,2017-01-27,2017,1,Sony Pictures,Horror,35792923,2992719
2017,94,The House,2017-06-30,2017,6,Warner Bros.,Comedy,34112672,2852230
2017,95,Gifted,2017-04-07,2017,4,,Drama,33068283,2764907
2017,96,Three Billboards Outside Ebbi…,2017-11-10,2017,11,Fox Searchlight,Black Comedy,32219505,2693939
2017,97,The Bye Bye Man,2017-01-13,2017,1,STX Entertainment,Horror,29861075,2496745
2017,98,Victoria and Abdul,2017-09-22,2017,9,,Drama,29644380,2478627
2017,99,Rough Night,2017-06-16,2017,6,Sony Pictures,Black Comedy,29474191,2464397
2017,100,My Little Pony: The Movie,2017-10-06,2017,10,Lionsgate,Adventure,29180143,2439811
2018,1,Black Panther,2018-02-16,2018,2,Walt Disney,Action,919068322,76845177
2018,2,Avengers: Infinity War,2018-04-27,2018,4,Walt Disney,Action,891178174,74513225
2018,3,Incredibles 2,2018-06-15,2018,6,Walt Disney,Adventure,798972301,66803704
2018,4,Jurassic World: Fallen Kingdom,2018-06-22,2018,6,Universal,Action,548400475,45852883
2018,5,Deadpool 2,2018-05-18,2018,5,20th Century Fox,Action,426034333,35621600
2018,6,Dr. Seuss’ The Grinch,2018-11-09,2018,11,Universal,Adventure,349584380,29229463
2018,7,Jumanji: Welcome to the Jungle,2017-12-20,2017,12,Sony Pictures,Adventure,309182882,25851412
2018,8,Mission: Impossible—Fallout,2018-07-27,2018,7,Paramount Pictures,Action,289034345,24166751
2018,9,Ant-Man and the Wasp,2018-07-06,2018,7,Walt Disney,Action,284425788,23781420
2018,10,Solo: A Star Wars Story,2018-05-25,2018,5,Walt Disney,Adventure,280643188,23465150
2018,11,Venom,2018-10-05,2018,10,Sony Pictures,Action,280045691,23415192
2018,12,A Star is Born,2018-10-05,2018,10,Warner Bros.,Drama,264088727,22080997
2018,13,Aquaman,2018-12-21,2018,12,Warner Bros.,Action,261334302,21850694
2018,14,Bohemian Rhapsody,2018-11-02,2018,11,20th Century Fox,Drama,249194849,20835690
2018,15,A Quiet Place,2018-04-06,2018,4,Paramount Pictures,Horror,246846472,20639337
2018,16,Ralph Breaks The Internet,2018-11-21,2018,11,Walt Disney,Adventure,233183049,19496910
2018,17,Crazy Rich Asians,2018-08-15,2018,8,Warner Bros.,Romantic Comedy,229116492,19156897
2018,18,Hotel Transylvania 3: Summer …,2018-07-13,2018,7,Sony Pictures,Adventure,219901328,18386399
2018,19,Halloween,2018-10-19,2018,10,Universal,Horror,209183827,17490286
2018,20,Fantastic Beasts: The Crimes …,2018-11-16,2018,11,Warner Bros.,Adventure,205829971,17209864
2018,21,The Meg,2018-08-10,2018,8,Warner Bros.,Action,190944803,15965285
2018,22,Ocean’s 8,2018-06-08,2018,6,Warner Bros.,Comedy,184085157,15391736
2018,23,Ready Player One,2018-03-29,2018,3,Warner Bros.,Adventure,180765583,15114179
2018,24,The Greatest Showman,2017-12-20,2017,12,20th Century Fox,Musical,164503769,13754496
2018,25,Mamma Mia: Here We Go Again!,2018-07-20,2018,7,Universal,Musical,158374734,13242035
2018,26,The Nun,2018-09-07,2018,9,Warner Bros.,Horror,154193570,12892439
2018,27,Peter Rabbit,2018-02-09,2018,2,Sony Pictures,Adventure,151284276,12649187
2018,28,Creed II,2018-11-21,2018,11,MGM,Drama,147627256,12343416
2018,29,Spider-Man: Into The Spider-V…,2018-12-14,2018,12,Sony Pictures,Adventure,141979306,11871179
2018,30,Mary Poppins Returns,2018-12-19,2018,12,Walt Disney,Musical,139070067,11627932
2018,31,Star Wars Ep. VIII: The Last …,2017-12-15,2017,12,Walt Disney,Adventure,135174275,11302197
2018,32,The Equalizer 2,2018-07-20,2018,7,Sony Pictures,Action,134020743,11205748
2018,33,Rampage,2018-04-13,2018,4,Warner Bros.,Action,132634211,11089817
2018,34,A Wrinkle in Time,2018-03-09,2018,3,Walt Disney,Adventure,131912640,11029485
2018,35,Fifty Shades Freed,2018-02-09,2018,2,Universal,Drama,131819628,11021708
2018,36,Christopher Robin,2018-08-03,2018,8,Walt Disney,Adventure,130253776,10890784
2018,37,I Can Only Imagine,2018-03-16,2018,3,Roadside Attractions,Drama,109599224,9163815
2018,38,Smallfoot,2018-09-28,2018,9,Warner Bros.,Adventure,108935279,9108301
2018,39,The Post,2017-12-22,2017,12,20th Century Fox,Drama,105215621,8797293
2018,40,Night School,2018-09-28,2018,9,Universal,Comedy,101504533,8487001
2018,41,Bumblebee,2018-12-21,2018,12,Paramount Pictures,Adventure,93771282,7840408
2018,42,The First Purge,2018-07-04,2018,7,Universal,Horror,91227815,7627744
2018,43,Game Night,2018-02-23,2018,2,Warner Bros.,Comedy,90821255,7593750
2018,44,Book Club,2018-05-18,2018,5,Paramount Pictures,Romantic Comedy,90016784,7526487
2018,45,The House with a Clock in its…,2018-09-21,2018,9,Universal,Comedy,89977535,7523205
2018,46,Skyscraper,2018-07-13,2018,7,Universal,Action,89824878,7510441
2018,47,Insidious: The Last Key,2018-01-05,2018,1,Universal,Horror,88938984,7436370
2018,48,Instant Family,2018-11-16,2018,11,Paramount Pictures,Comedy,85131314,7118003
2018,49,The Mule,2018-12-14,2018,12,Warner Bros.,Drama,84967639,7104318
2018,50,Blockers,2018-04-06,2018,4,Universal,Comedy,79179526,6620362
2018,51,Pacific Rim: Uprising,2018-03-23,2018,3,Universal,Action,78605853,6572396
2018,52,Tomb Raider,2018-03-16,2018,3,Warner Bros.,Action,76474161,6394161
2018,53,Maze Runner: The Death Cure,2018-01-26,2018,1,20th Century Fox,Action,76187488,6370191
2018,54,Tag,2018-06-15,2018,6,Warner Bros.,Comedy,71852720,6007752
2018,55,The Nutcracker and the Four R…,2018-11-02,2018,11,Walt Disney,Adventure,71657295,5991413
2018,56,A Simple Favor,2018-09-14,2018,9,Lionsgate,Thriller/Suspense,70300888,5878001
2018,57,Life of the Party,2018-05-11,2018,5,Warner Bros.,Comedy,69659334,5824359
2018,58,The Predator,2018-09-14,2018,9,20th Century Fox,Action,66987432,5600956
2018,59,Overboard,2018-05-04,2018,5,Lionsgate,Romantic Comedy,66057171,5523175
2018,60,Sicario: Day of the Soldado,2018-06-29,2018,6,Sony Pictures,Action,65728602,5495703
2018,61,I Feel Pretty,2018-04-20,2018,4,STX Entertainment,Comedy,64060965,5356268
2018,62,BlacKkKlansman,2018-08-10,2018,8,Focus Features,Black Comedy,63709075,5326846
2018,63,The Shape of Water,2017-12-01,2017,12,Fox Searchlight,Drama,63264931,5289710
2018,64,Red Sparrow,2018-03-02,2018,3,20th Century Fox,Thriller/Suspense,61538867,5145390
2018,65,Breaking In,2018-05-11,2018,5,Universal,Thriller/Suspense,61494342,5141667
2018,66,Goosebumps 2: Haunted Hallowe…,2018-10-12,2018,10,Sony Pictures,Horror,61306252,5125941
2018,67,12 Strong,2018-01-19,2018,1,Warner Bros.,Drama,60154091,5029606
2018,68,Den of Thieves,2018-01-19,2018,1,STX Entertainment,Action,59009172,4933877
2018,69,First Man,2018-10-12,2018,10,Universal,Drama,58976893,4931178
2018,70,Hereditary,2018-06-08,2018,6,A24,Horror,57856278,4837481
2018,71,Acrimony,2018-03-30,2018,3,Lionsgate,Thriller/Suspense,57173127,4780362
2018,72,Sherlock Gnomes,2018-03-23,2018,3,Paramount Pictures,Adventure,56771102,4746748
2018,73,Uncle Drew,2018-06-29,2018,6,Lionsgate,Comedy,55756373,4661904
2018,74,Widows,2018-11-16,2018,11,20th Century Fox,Thriller/Suspense,55013601,4599799
2018,75,Pitch Perfect 3,2017-12-22,2017,12,Universal,Comedy,54610233,4566073
2018,76,Truth or Dare,2018-04-13,2018,4,Universal,Thriller/Suspense,54366162,4545666
2018,77,Paddington 2,2018-01-12,2018,1,Warner Bros.,Adventure,53684240,4488649
2018,78,"Love, Simon",2018-03-16,2018,3,20th Century Fox,Drama,53598577,4481486
2018,79,Darkest Hour,2017-11-22,2017,11,Focus Features,Drama,50295362,4205298
2018,80,The Commuter,2018-01-12,2018,1,Lionsgate,Action,47713781,3989447
2018,81,The 15:17 to Paris,2018-02-09,2018,2,Warner Bros.,Drama,47625069,3982029
2018,82,Mile 22,2018-08-17,2018,8,STX Entertainment,Action,47405131,3963640
2018,83,Alpha,2018-08-17,2018,8,Sony Pictures,Adventure,47067233,3935387
2018,84,Peppermint,2018-09-07,2018,9,STX Entertainment,Action,46499224,3887895
2018,85,Death Wish,2018-03-02,2018,3,MGM,Action,44659018,3734032
2018,86,The Spy Who Dumped Me,2018-08-03,2018,8,Lionsgate,Comedy,44061728,3684091
2018,87,Annihilation,2018-02-23,2018,2,Paramount Pictures,Thriller/Suspense,42972373,3593008
2018,88,Green Book,2018-11-16,2018,11,Universal,Comedy,42211850,3529419
2018,89,Isle of Dogs,2018-03-23,2018,3,Fox Searchlight,Adventure,42030973,3514295
2018,90,Nobody’s Fool,2018-11-02,2018,11,Paramount Pictures,Drama,41634335,3481132
2018,91,Adrift,2018-06-01,2018,6,STX Entertainment,Drama,41282364,3451703
2018,92,Ferdinand,2017-12-15,2017,12,20th Century Fox,Adventure,40519145,3387888
2018,93,Robin Hood,2018-11-21,2018,11,Lionsgate,Action,40232092,3363887
2018,94,Super Troopers 2,2018-04-20,2018,4,20th Century Fox,Comedy,40195835,3360856
2018,95,Slender Man,2018-08-10,2018,8,Sony Pictures,Horror,40126817,3355085
2018,96,Three Billboards Outside Ebbi…,2017-11-10,2017,11,Fox Searchlight,Black Comedy,39843619,3331406
2018,97,Coco,2017-11-22,2017,11,Walt Disney,Musical,39243262,3281209
2018,98,Teen Titans Go! To The Movies,2018-07-27,2018,7,Warner Bros.,Adventure,39109904,3270059
2018,99,Hostiles,2017-12-22,2017,12,Entertainment Stu…,Western,39035246,3263817
2018,100,The Hate U Give,2018-10-05,2018,10,20th Century Fox,Drama,38950272,3256712
2019,1,Avengers: Endgame,2019-04-26,2019,4,Walt Disney,Action,1120757760,93708843
2019,2,The Lion King,2019-07-19,2019,7,Walt Disney,Adventure,709815611,59349131
